"","date","time","round","period","team","score","tries","try_assists","conversions","conversion_attempts","penalty_goals","penalty_goal_attempts","field_goals","field_goal_attempts","sin_bins","send_offs","penalties","scrums","sets","completions","total_runs","total_runs_metres","hitups","hitups_metres","runs","runs_metres","dummy_half_runs","dummy_half_runs_metres","first_receiver_runs","first_receiver_runs_metres","ruck_runs","ruck_runs_metres","kick_return_runs","kick_return_runs_metres","total_runs_in_general_play","total_runs_in_general_play_metres","line_breaks","line_break_assists","tackle_breaks","receives","tackles","one_on_one_tackles","ineffective_tackles","missed_tackles","offloads","errors","kicks","kicks_metres","forty_twenty_kicks","line_dropouts","play_the_balls_total","play_the_balls_slow","play_the_balls_neutral","play_the_balls_fast","possession_percent","used_plays","unused_plays","possession_efficiency_percent"
"926","2015-03-28","3:00PM","4","2nd_half","Newcastle","8","1","1","1","1","1","1","0","0","","","3","2","19","13","71","575","27","192","15","123","5","52","11","79","9","88","3","29","67","534","2","1","20","169","181","12","34","33","2","9","10 (207m) | 0 | 0","10 (207m) | 0 | 0","10 (207m) | 0 | 0","10 (207m) | 0 | 0","65 | 18 | 39 | 8","65 | 18 | 39 | 8","65 | 18 | 39 | 8","65 | 18 | 39 | 8","45% | 76 | 14 | 84%","45% | 76 | 14 | 84%","45% | 76 | 14 | 84%","45% | 76 | 14 | 84%"
"927","2015-03-28","3:00PM","4","match","Penrith","14","3","1","1","3","0","0","0","0","","","5","8","37","32","191","1418","57","422","59","436","17","128","27","192","19","141","7","49","179","1319","6","2","44","482","352","17","15","47","28","9","15 (375m) | 0 | 0","15 (375m) | 0 | 0","15 (375m) | 0 | 0","15 (375m) | 0 | 0","153 | 28 | 103 | 22","153 | 28 | 103 | 22","153 | 28 | 103 | 22","153 | 28 | 103 | 22","54% | 179 | 11 | 94%","54% | 179 | 11 | 94%","54% | 179 | 11 | 94%","54% | 179 | 11 | 94%"
"928","2015-03-28","3:00PM","4","1st_half","Penrith","4","1","1","0","1","0","0","0","0","","","4","8","17","15","87","633","30","232","21","124","12","98","11","69","7","58","4","28","81","581","2","1","11","205","182","9","13","27","8","3","9 (260m) | 0 | 0","9 (260m) | 0 | 0","9 (260m) | 0 | 0","9 (260m) | 0 | 0","74 | 14 | 52 | 8","74 | 14 | 52 | 8","74 | 14 | 52 | 8","74 | 14 | 52 | 8","52% | 87 | 2 | 98%","52% | 87 | 2 | 98%","52% | 87 | 2 | 98%","52% | 87 | 2 | 98%"
"929","2015-03-28","3:00PM","4","2nd_half","Penrith","10","2","0","1","2","0","0","0","0","","","1","8","20","17","104","785","27","190","38","312","5","30","16","123","12","83","3","21","98","738","4","1","33","277","170","8","2","20","20","6","6 (115m) | 0 | 0","6 (115m) | 0 | 0","6 (115m) | 0 | 0","6 (115m) | 0 | 0","79 | 14 | 51 | 14","79 | 14 | 51 | 14","79 | 14 | 51 | 14","79 | 14 | 51 | 14","55% | 92 | 9 | 91%","55% | 92 | 9 | 91%","55% | 92 | 9 | 91%","55% | 92 | 9 | 91%"
"930","2015-03-28","5:30PM","4","match","Cronulla","22","3","2","1","3","4","4","0","0","","","10","5","41","31","167","1468","83","699","46","362","6","63","7","48","6","37","11","158","148","1209","3","1","30","393","309","23","18","30","14","11","20 (520m) | 0 | 0","20 (520m) | 0 | 0","20 (520m) | 0 | 0","20 (520m) | 0 | 0","140 | 22 | 97 | 21","140 | 22 | 97 | 21","140 | 22 | 97 | 21","140 | 22 | 97 | 21","51% | 173 | 34 | 84%","51% | 173 | 34 | 84%","51% | 173 | 34 | 84%","51% | 173 | 34 | 84%"
"931","2015-03-28","5:30PM","4","1st_half","Cronulla","14","2","1","1","2","2","2","0","0","","","3","3","19","15","90","790","43","352","25","227","2","25","5","23","4","24","6","69","79","651","2","1","17","210","158","7","10","18","7","5","10 (284m) | 0 | 0","10 (284m) | 0 | 0","10 (284m) | 0 | 0","10 (284m) | 0 | 0","76 | 10 | 58 | 8","76 | 10 | 58 | 8","76 | 10 | 58 | 8","76 | 10 | 58 | 8","55% | 90 | 11 | 89%","55% | 90 | 11 | 89%","55% | 90 | 11 | 89%","55% | 90 | 11 | 89%"
"932","2015-03-28","5:30PM","4","2nd_half","Cronulla","8","1","1","0","1","2","2","0","0","","","7","2","22","16","77","678","40","347","21","135","4","38","2","25","2","13","5","89","69","558","1","0","13","183","151","16","8","12","7","6","10 (236m) | 0 | 0","10 (236m) | 0 | 0","10 (236m) | 0 | 0","10 (236m) | 0 | 0","64 | 12 | 39 | 13","64 | 12 | 39 | 13","64 | 12 | 39 | 13","64 | 12 | 39 | 13","48% | 83 | 23 | 78%","48% | 83 | 23 | 78%","48% | 83 | 23 | 78%","48% | 83 | 23 | 78%"
"933","2015-03-28","5:30PM","4","match","Gold Coast","24","4","2","4","4","0","0","0","0","","","6","3","36","25","150","1278","57","454","57","516","11","94","7","53","3","17","11","104","135","1134","2","1","30","372","327","17","28","30","10","12","18 (475m) | 0 | 0","18 (475m) | 0 | 0","18 (475m) | 0 | 0","18 (475m) | 0 | 0","133 | 17 | 95 | 21","133 | 17 | 95 | 21","133 | 17 | 95 | 21","133 | 17 | 95 | 21","49% | 162 | 30 | 84%","49% | 162 | 30 | 84%","49% | 162 | 30 | 84%","49% | 162 | 30 | 84%"
"934","2015-03-28","5:30PM","4","1st_half","Gold Coast","6","1","0","1","1","0","0","0","0","","","3","3","16","9","74","566","25","190","28","208","4","43","6","49","2","11","8","50","65","501","0","0","18","185","177","9","14","17","5","6","7 (207m) | 0 | 0","7 (207m) | 0 | 0","7 (207m) | 0 | 0","7 (207m) | 0 | 0","63 | 7 | 48 | 8","63 | 7 | 48 | 8","63 | 7 | 48 | 8","63 | 7 | 48 | 8","45% | 74 | 12 | 86%","45% | 74 | 12 | 86%","45% | 74 | 12 | 86%","45% | 74 | 12 | 86%"
"935","2015-03-28","5:30PM","4","2nd_half","Gold Coast","18","3","2","3","3","0","0","0","0","","","3","3","20","16","76","712","32","264","29","308","7","51","1","4","1","6","3","54","70","633","2","1","12","187","150","8","14","13","5","6","11 (268m) | 0 | 0","11 (268m) | 0 | 0","11 (268m) | 0 | 0","11 (268m) | 0 | 0","70 | 10 | 47 | 13","70 | 10 | 47 | 13","70 | 10 | 47 | 13","70 | 10 | 47 | 13","52% | 88 | 18 | 83%","52% | 88 | 18 | 83%","52% | 88 | 18 | 83%","52% | 88 | 18 | 83%"
"936","2015-03-28","7:30PM","4","match","St George Illawarra","12","1","1","1","1","3","3","0","0","","","8","4","39","29","188","1772","83","787","49","415","11","120","22","172","2","17","13","166","167","1511","3","1","28","446","343","12","11","14","19","10","20 (465m) | 0 | 1","20 (465m) | 0 | 1","20 (465m) | 0 | 1","20 (465m) | 0 | 1","151 | 43 | 79 | 29","151 | 43 | 79 | 29","151 | 43 | 79 | 29","151 | 43 | 79 | 29","54% | 179 | 35 | 84%","54% | 179 | 35 | 84%","54% | 179 | 35 | 84%","54% | 179 | 35 | 84%"
"937","2015-03-28","7:30PM","4","1st_half","St George Illawarra","10","1","1","1","1","2","2","0","0","","","7","2","23","18","98","902","48","449","20","167","3","23","14","116","1","9","5","50","86","764","2","1","9","253","131","4","7","6","10","5","11 (294m) | 0 | 0","11 (294m) | 0 | 0","11 (294m) | 0 | 0","11 (294m) | 0 | 0","82 | 26 | 46 | 10","82 | 26 | 46 | 10","82 | 26 | 46 | 10","82 | 26 | 46 | 10","63% | 101 | 18 | 85%","63% | 101 | 18 | 85%","63% | 101 | 18 | 85%","63% | 101 | 18 | 85%"
"938","2015-03-28","7:30PM","4","2nd_half","St George Illawarra","2","0","0","0","0","1","1","0","0","","","1","2","16","11","90","870","35","338","29","248","8","97","8","56","1","8","8","116","81","747","1","0","19","193","212","8","4","8","9","5","9 (171m) | 0 | 1","9 (171m) | 0 | 1","9 (171m) | 0 | 1","9 (171m) | 0 | 1","69 | 17 | 33 | 19","69 | 17 | 33 | 19","69 | 17 | 33 | 19","69 | 17 | 33 | 19","46% | 78 | 17 | 82%","46% | 78 | 17 | 82%","46% | 78 | 17 | 82%","46% | 78 | 17 | 82%"
"939","2015-03-28","7:30PM","4","match","Manly","4","1","1","0","1","0","0","0","0","","","4","7","37","22","161","1241","60","474","56","439","9","65","16","113","9","68","8","57","150","1159","1","1","14","420","355","8","30","28","7","12","17 (557m) | 1 | 5","17 (557m) | 1 | 5","17 (557m) | 1 | 5","17 (557m) | 1 | 5","131 | 30 | 65 | 36","131 | 30 | 65 | 36","131 | 30 | 65 | 36","131 | 30 | 65 | 36","46% | 147 | 56 | 72%","46% | 147 | 56 | 72%","46% | 147 | 56 | 72%","46% | 147 | 56 | 72%"
"940","2015-03-28","7:30PM","4","1st_half","Manly","0","0","0","0","0","0","0","0","0","","","3","7","16","8","62","549","19","174","21","189","5","45","10","78","3","24","4","39","58","510","0","0","6","158","191","3","16","9","4","6","5 (164m) | 0 | 3","5 (164m) | 0 | 3","5 (164m) | 0 | 3","5 (164m) | 0 | 3","49 | 9 | 29 | 11","49 | 9 | 29 | 11","49 | 9 | 29 | 11","49 | 9 | 29 | 11","37% | 55 | 30 | 65%","37% | 55 | 30 | 65%","37% | 55 | 30 | 65%","37% | 55 | 30 | 65%"
"941","2015-03-28","7:30PM","4","2nd_half","Manly","4","1","1","0","1","0","0","0","0","","","1","7","21","14","99","692","41","300","35","250","4","20","6","35","6","44","4","18","92","649","1","1","8","262","164","5","14","19","3","6","12 (393m) | 1 | 2","12 (393m) | 1 | 2","12 (393m) | 1 | 2","12 (393m) | 1 | 2","82 | 21 | 36 | 25","82 | 21 | 36 | 25","82 | 21 | 36 | 25","82 | 21 | 36 | 25","54% | 92 | 26 | 78%","54% | 92 | 26 | 78%","54% | 92 | 26 | 78%","54% | 92 | 26 | 78%"
"942","2015-03-29","2:00PM","4","match","Warriors","16","3","5","2","3","0","0","0","0","","","5","3","38","22","158","1412","77","667","48","378","5","34","7","75","1","8","16","208","138","1162","3","2","19","398","365","25","23","27","12","21","15 (424m) | 0 | 4","15 (424m) | 0 | 4","15 (424m) | 0 | 4","15 (424m) | 0 | 4","129 | 12 | 91 | 26","129 | 12 | 91 | 26","129 | 12 | 91 | 26","129 | 12 | 91 | 26","44% | 157 | 59 | 73%","44% | 157 | 59 | 73%","44% | 157 | 59 | 73%","44% | 157 | 59 | 73%"
"943","2015-03-29","2:00PM","4","1st_half","Warriors","0","0","0","0","0","0","0","0","0","","","2","2","16","9","59","532","33","288","15","92","1","7","3","46","0","0","7","99","52","433","1","0","4","143","221","11","20","19","2","10","7 (209m) | 0 | 3","7 (209m) | 0 | 3","7 (209m) | 0 | 3","7 (209m) | 0 | 3","52 | 3 | 37 | 12","52 | 3 | 37 | 12","52 | 3 | 37 | 12","52 | 3 | 37 | 12","35% | 63 | 28 | 69%","35% | 63 | 28 | 69%","35% | 63 | 28 | 69%","35% | 63 | 28 | 69%"
"944","2015-03-29","2:00PM","4","2nd_half","Warriors","16","3","5","2","3","0","0","0","0","","","3","1","22","13","99","880","44","379","33","286","4","27","4","29","1","8","9","109","86","729","2","2","15","255","144","14","3","8","10","11","8 (215m) | 0 | 1","8 (215m) | 0 | 1","8 (215m) | 0 | 1","8 (215m) | 0 | 1","77 | 9 | 54 | 14","77 | 9 | 54 | 14","77 | 9 | 54 | 14","77 | 9 | 54 | 14","53% | 94 | 31 | 75%","53% | 94 | 31 | 75%","53% | 94 | 31 | 75%","53% | 94 | 31 | 75%"
"945","2015-03-29","2:00PM","4","match","Brisbane","24","4","2","3","4","1","1","0","0","","","5","12","42","36","180","1421","85","675","49","378","16","128","15","97","5","45","4","21","170","1323","3","2","27","454","329","11","25","19","13","7","26 (844m) | 0 | 0","26 (844m) | 0 | 0","26 (844m) | 0 | 0","26 (844m) | 0 | 0","167 | 23 | 108 | 36","167 | 23 | 108 | 36","167 | 23 | 108 | 36","167 | 23 | 108 | 36","56% | 201 | 19 | 91%","56% | 201 | 19 | 91%","56% | 201 | 19 | 91%","56% | 201 | 19 | 91%"
"946","2015-03-29","2:00PM","4","1st_half","Brisbane","16","3","2","2","3","0","0","0","0","","","4","12","25","23","110","891","52","417","31","235","8","72","7","37","4","39","2","14","102","800","3","2","19","284","137","6","7","4","11","3","14 (419m) | 0 | 0","14 (419m) | 0 | 0","14 (419m) | 0 | 0","14 (419m) | 0 | 0","98 | 12 | 60 | 26","98 | 12 | 60 | 26","98 | 12 | 60 | 26","98 | 12 | 60 | 26","65% | 118 | 10 | 92%","65% | 118 | 10 | 92%","65% | 118 | 10 | 92%","65% | 118 | 10 | 92%"
"947","2015-03-29","2:00PM","4","2nd_half","Brisbane","8","1","0","1","1","1","1","0","0","","","1","12","17","13","70","530","33","258","18","143","8","56","8","60","1","6","2","7","68","523","0","0","8","170","192","5","18","15","2","4","12 (425m) | 0 | 0","12 (425m) | 0 | 0","12 (425m) | 0 | 0","12 (425m) | 0 | 0","69 | 11 | 48 | 10","69 | 11 | 48 | 10","69 | 11 | 48 | 10","69 | 11 | 48 | 10","47% | 83 | 9 | 90%","47% | 83 | 9 | 90%","47% | 83 | 9 | 90%","47% | 83 | 9 | 90%"
